"관리기관명",소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
"대구광역시청",대구광역시 달서구 월성동 19,대구광역시 달서구 월성동 19,교통정보수집,1,200,자동차 진행 방면,,2014-08,053-803-4573,35.837066,128.527588,2019-06-21
"대구광역시청",대구광역시 달서구 도원동 579-4,대구광역시 달서구 도원동 579-4,교통정보수집,1,200,자동차 진행 방면,,2014-08,053-803-4573,35.808141,128.548790,2019-06-21
"대구광역시청",대구광역시 달성군 가창면 용계리 6-6,대구광역시 달성군 가창면 용계리 6-6,교통정보수집,1,200,자동차 진행 방면,,2014-08,053-803-4573,35.8043139,128.6210874,2019-06-21
"대구광역시청",대구광역시 북구 서변동 1800,대구광역시 북구 서변동 1800,교통정보수집,1,200,자동차 진행 방면,,2014-08,053-803-4573,35.927651,128.599435,2019-06-21
"대구광역시청",대구광역시 북구 동호동 574-1,대구광역시 북구 동호동 574-1,교통정보수집,1,200,자동차 진행 방면,,2014-08,053-803-4573,35.959171,128.554272,2019-06-21
"대구광역시청",대구광역시 수성구 황금동 38-1,대구광역시 수성구 황금동 38-1,교통정보수집,1,200,자동차 진행 방면,,2014-08,053-803-4573,35.840972,128.640936,2019-06-21
"대구광역시청",대구광역시 달서구 성당동 620-7,대구광역시 달서구 성당동 620-7,교통정보수집,1,200,자동차 진행 방면,,2014-08,053-803-4573,35.843450,128.544859,2019-06-21
"대구광역시청",대구광역시 서구 상중이동 44-61,대구광역시 서구 상중이동 44-61,교통정보수집,1,200,자동차 진행 방면,,2014-08,053-803-4573,35.868675,128.537662,2019-06-21
"대구광역시청",대구광역시 동구 신암동 345-1,대구광역시 동구 신암동 345-1,교통정보수집,1,200,자동차 진행 방면,,2014-08,053-803-4573,35.8850179,128.6330107,2019-06-21
"대구광역시청",대구광역시 북구 칠성동 44-2,대구광역시 북구 칠성동 44-2,교통정보수집,1,200,자동차 진행 방면,,2014-08,053-803-4573,35.883405,128.590113,2019-06-21
"대구광역시청",대구광역시 달서구 유천동 300-29,대구광역시 달서구 유천동 300-29,교통정보수집,1,200,자동차 진행 방면,,2014-08,053-803-4573,35.814125,128.509814,2019-06-21
"대구광역시청",대구광역시 달서구 상인동 1321,대구광역시 달서구 상인동 1321,교통정보수집,1,41,자동차 진행 방면,,2011-07,053-803-4573,35.810535,128.560913,2019-06-21
"대구광역시청",대구광역시 달서구 상인1동 935-1,대구광역시 달서구 상인1동 935-1,교통정보수집,1,41,자동차 진행 방면,,2011-07,053-803-4573,35.818232,128.548711,2019-06-21
"대구광역시청",대구광역시 달서구 송현동 694,대구광역시 달서구 송현동 694,교통정보수집,1,41,자동차 진행 방면,,2011-07,053-803-4573,35.8216975,128.5544088,2019-06-21
"대구광역시청",대구광역시 달서구 송현1동 1977,대구광역시 달서구 송현1동 1977,교통정보수집,1,41,자동차 진행 방면,,2011-07,053-803-4573,35.826286,128.555632,2019-06-21
"대구광역시청",대구광역시 남구 대명동 1501-2,대구광역시 남구 대명동 1501-2,교통정보수집,1,41,자동차 진행 방면,,2011-07,053-803-4573,35.832171,128.565575,2019-06-21
"대구광역시청",대구광역시 남구 대명9동 산201-4,대구광역시 남구 대명9동 산201-4,교통정보수집,1,41,자동차 진행 방면,,2011-07,053-803-4573,35.831470,128.577111,2019-06-21
"대구광역시청",대구광역시 남구 대명동 산186,대구광역시 남구 대명동 산186,교통정보수집,1,41,자동차 진행 방면,,2011-07,053-803-4573,35.8322698,128.5837670,2019-06-21
"대구광역시청",대구광역시 남구 봉덕3동 1277-2,대구광역시 남구 봉덕3동 1277-2,교통정보수집,1,41,자동차 진행 방면,,2011-07,053-803-4573,35.832552,128.597309,2019-06-21
"대구광역시청",대구광역시 남구 봉덕동 1272-5,대구광역시 남구 봉덕동 1272-5,교통정보수집,1,41,자동차 진행 방면,,2011-07,053-803-4573,35.833217,128.600574,2019-06-21
"대구광역시청",대구광역시 달서구 송현동 1044-2,대구광역시 달서구 송현동 1044-2,교통정보수집,1,41,자동차 진행 방면,,2011-07,053-803-4573,35.837616,128.557529,2019-06-21
"대구광역시청",대구광역시 달서구 감산동 440-2,대구광역시 달서구 감산동 440-2,교통정보수집,1,41,자동차 진행 방면,,2011-07,053-803-4573,35.850156,128.537257,2019-06-21
"대구광역시청",대구광역시 달성군 구지면 응암리 1202-12,대구광역시 달성군 구지면 응암리 1202-12,교통정보수집,1,200,자동차 진행 방면,,2016-09,053-803-4573,35.656490,128.415901,2019-06-21
